sample_id	Cell Cycle	HIPPO	MYC	NOTCH	NRF2	PI3K	RTK RAS	TP53	TGF-Beta	WNT
d277e679-9fdd-44cd-9f2c-f9927e44d721	1	0	0	0	0	1	0	0	0	0
f1534b2a-5350-442c-bb9d-8c7142668d31	1	0	0	0	1	0	0	0	0	0
f5378545-17d4-4a64-a57e-f6c91ef4cb3a	1	0	0	0	0	0	0	0	0	0
f9c0a0d9-5af6-4476-e040-11ac0d4830d3	1	0	0	0	0	0	0	0	0	0
f9c26646-d2b0-cf30-e040-11ac0d483918	1	0	0	0	0	0	0	0	0	0
f9c3eaad-a0d9-8bf8-e040-11ac0d481d8e	1	0	0	0	0	0	0	0	0	0
f9c650e7-9053-78eb-e040-11ac0d4874bb	1	0	0	0	0	0	0	0	0	0
0bfd1043-70fb-d2dc-e050-11ac0c4860cb	1	0	0	0	0	0	0	1	0	0
0ed2e2e1-2fe3-43eb-8cad-34f3f21a7169	0	0	0	0	0	0	0	1	0	0
108b67d4-5d66-46da-8675-6acae643b76f	0	0	0	0	0	0	0	1	0	0
131332b2-ff51-4bd7-a626-aff2ecea6135	0	0	0	0	0	0	0	1	0	0
1be81ade-7ad6-4e7e-90d0-f986b3fb0a25	0	0	0	0	0	0	0	1	0	0
39aee9fc-fa27-4b71-b9e8-43ff34bd3930	0	0	0	0	0	0	0	1	0	0
3e86e68b-d083-4450-b056-4cd0f8d4a084	0	0	0	0	0	0	0	1	0	0
41c565a9-d44a-447f-85c0-98f23bfee1b3	0	0	0	0	0	0	0	1	0	0
54319e3d-c28f-4ba1-9c87-299d303e4de3	0	0	0	0	0	0	0	1	0	0
59c18694-8a43-41dd-a6f6-52a20bc8dd54	0	0	0	0	0	0	0	1	0	0
5c8da06c-7964-4ad1-ac9e-d1b5507105d2	0	0	0	0	0	0	0	1	0	0
61d941f1-87df-43af-8a29-b6809c809275	0	0	0	0	0	0	0	1	0	0
836ec5a5-e385-4236-83e7-2641ee35db7f	0	0	0	0	0	0	0	1	0	0
b4aea804-fc6e-4d58-906f-f3a932ca9dc5	0	0	0	0	0	0	0	1	0	0
c14b2c74-447b-4526-a6e9-415d2728c7ca	0	0	0	0	0	0	0	1	0	0
d0f4dd92-a63b-4766-8889-5327fca1bd91	0	0	0	0	0	0	0	1	0	0
f9c23ce8-7f1c-9417-e040-11ac0d482562	0	0	0	0	0	0	0	1	0	0
fc9d93b6-92e8-acb7-e040-11ac0d487dee	0	0	0	0	0	0	0	1	0	0
0250e6f7-2538-4d1f-a8ff-ca34a7057dde	1	0	0	0	0	1	1	1	1	1
0ef92ff8-829f-425a-91d8-c594b6e22a2b	1	0	0	0	0	0	1	1	0	0
60525b38-c34b-479b-86d3-013c7e567b8f	1	0	0	0	0	0	1	0	0	0
7d2da7ba-f57c-4083-9572-6fa98008083b	1	0	0	0	0	1	1	1	1	1
